latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,
12.970123,77.56364,918,19800,Asia/Kolkata,GMT+5:30,,,,,,,,
,,,,,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),rain (mm),weather_code (wmo code),surface_pressure (hPa),cloud_cover (%),et0_fao_evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),is_day ()
2023-01-01T00:00,16.2,74,11.7,0,0,914.8,1,0.02,0.47,9.4,97,15.1,0
2023-01-01T01:00,16.1,75,11.6,0,0,914.1,0,0.02,0.46,9.8,96,16.2,0
2023-01-01T02:00,15.6,80,12.1,0,3,913.3,83,0.01,0.36,9.8,96,16.2,0
2023-01-01T03:00,15.3,84,12.7,0,2,913,78,0,0.27,10.2,100,16.9,0
2023-01-01T04:00,14.8,89,13.1,0,2,912.9,61,0,0.18,9.1,99,16.9,0
2023-01-01T05:00,14.9,94,14,0,0,913.6,1,0,0.1,8.7,95,14.8,0
2023-01-01T06:00,14.9,95,14.1,0,0,914.2,5,0,0.09,8,95,14.4,0
2023-01-01T07:00,16.3,91,14.7,0,0,915.5,0,0.02,0.17,10.5,96,15.8,1
2023-01-01T08:00,19.7,77,15.5,0,0,917.2,0,0.14,0.53,7.2,96,16.9,1
2023-01-01T09:00,22.8,57,13.7,0,1,918.6,24,0.31,1.2,7.9,87,19.4,1
2023-01-01T10:00,24.6,46,12.2,0,2,918.5,79,0.46,1.66,9.7,63,23.4,1
2023-01-01T11:00,25.9,41,11.6,0,3,918.2,83,0.57,1.97,11,52,25.9,1
2023-01-01T12:00,26.8,38,11.3,0,0,917.2,0,0.62,2.18,12,51,27.4,1
2023-01-01T13:00,27.2,38,11.6,0,0,916.1,0,0.62,2.25,12,51,28.1,1
2023-01-01T14:00,27.4,38,11.7,0,0,915,0,0.57,2.27,11.6,60,27.7,1
2023-01-01T15:00,27.2,39,11.9,0,0,914.3,0,0.47,2.2,11.6,64,26.3,1
2023-01-01T16:00,26.5,41,12.1,0,0,914.2,10,0.33,2.04,11.3,63,25.2,1
2023-01-01T17:00,25,43,11.7,0,0,914.5,6,0.17,1.79,9.2,59,22.3,1
2023-01-01T18:00,22.4,51,11.8,0,3,914.5,88,0.08,1.32,8.7,73,15.5,0
2023-01-01T19:00,21.2,55,11.7,0,3,915.2,84,0.06,1.14,10.5,86,16.9,0
2023-01-01T20:00,19.8,59,11.6,0,2,915.6,79,0.05,0.95,11.2,90,18.4,0
2023-01-01T21:00,18.9,64,12,0,1,915.8,49,0.05,0.77,13.4,98,22.3,0
2023-01-01T22:00,18.4,67,12.1,0,3,915.8,83,0.05,0.71,15.2,97,24.8,0
2023-01-01T23:00,18,69,12.3,0,2,915.3,56,0.05,0.63,16,99,26.6,0
2023-01-02T00:00,17.6,73,12.8,0,0,914.8,18,0.04,0.53,15.8,102,26.6,0
2023-01-02T01:00,17.1,80,13.6,0,0,914.1,4,0.02,0.39,14.6,106,26.6,0
2023-01-02T02:00,16.5,86,14.1,0,0,913.3,0,0.01,0.26,12.3,105,24.5,0
2023-01-02T03:00,15.9,91,14.4,0,0,912.9,0,0,0.16,10.7,102,20.9,0
2023-01-02T04:00,15.5,93,14.4,0,0,912.8,0,0,0.12,9.9,100,18,0
2023-01-02T05:00,15.5,96,14.8,0,0,913.5,0,0,0.07,9.1,97,16.6,0
2023-01-02T06:00,15.4,95,14.7,0,2,914,65,0,0.08,8.7,95,14.8,0
2023-01-02T07:00,16.5,89,14.7,0,0,915,6,0.03,0.2,11.5,94,18,1
2023-01-02T08:00,19.3,73,14.4,0,2,916.7,52,0.14,0.6,10.2,98,20.5,1
2023-01-02T09:00,21.9,54,12.2,0,1,917.7,29,0.31,1.21,12.2,104,25.9,1
2023-01-02T10:00,24,42,10.2,0,1,918,21,0.47,1.74,14.5,97,30.2,1
2023-01-02T11:00,25.2,37,9.4,0,0,917.4,0,0.58,2.03,16.2,94,33.5,1
2023-01-02T12:00,26.1,35,9.6,0,0,916.6,0,0.63,2.18,15.8,91,33.5,1
2023-01-02T13:00,26.6,34,9.7,0,0,915.7,0,0.63,2.28,15.5,91,33.1,1
2023-01-02T14:00,26.6,35,10,0,0,914.7,0,0.58,2.25,15.5,91,32.8,1
2023-01-02T15:00,26.1,36,10,0,1,914.2,24,0.48,2.15,15.2,95,32.4,1
2023-01-02T16:00,25.3,39,10.2,0,1,914.2,26,0.35,1.98,15.2,95,30.6,1
2023-01-02T17:00,23.9,45,11.4,0,0,914.4,7,0.19,1.62,13.1,99,28.4,1
2023-01-02T18:00,21.7,52,11.3,0,0,914.7,2,0.09,1.25,11.2,105,22.3,0
2023-01-02T19:00,20.7,57,11.8,0,0,915.4,0,0.06,1.05,12.3,105,20.2,0
2023-01-02T20:00,19.8,65,12.9,0,0,916,0,0.04,0.81,11.3,99,20.2,0
2023-01-02T21:00,18.8,72,13.7,0,0,916.2,0,0.02,0.6,10.2,108,18.7,0
2023-01-02T22:00,17.9,78,14.1,0,0,916.4,0,0.02,0.45,10.8,120,18,0
2023-01-02T23:00,17.2,84,14.5,0,0,915.9,0,0,0.32,8.7,114,18,0
2023-01-03T00:00,16.5,89,14.8,0,0,915.4,0,0,0.2,7.3,101,14.4,0
2023-01-03T01:00,15.9,93,14.8,0,0,914.9,0,0,0.12,6.9,99,12.2,0
2023-01-03T02:00,15.4,95,14.7,0,0,914.2,0,0,0.08,6.6,99,11.2,0
2023-01-03T03:00,15,97,14.5,0,0,913.6,0,0,0.05,6.2,100,10.8,0
2023-01-03T04:00,14.8,97,14.4,0,0,913.5,0,0,0.04,6.2,111,10.1,0
2023-01-03T05:00,15,98,14.7,0,0,913.9,0,0,0.03,8,100,10.8,0
2023-01-03T06:00,15.1,99,15,0,3,914.3,96,0,0.02,9,95,14.8,0
2023-01-03T07:00,15.9,99,15.7,0,3,915.4,100,0.01,0.02,11.2,92,19.1,1
2023-01-03T08:00,17.8,92,16.4,0,2,917,61,0.09,0.17,9.7,88,21.6,1
2023-01-03T09:00,20.7,70,15.1,0,0,918,2,0.25,0.72,8,95,21.2,1
2023-01-03T10:00,23.2,49,12,0,0,918.3,0,0.44,1.44,10.5,94,24.5,1
2023-01-03T11:00,24.5,46,12.1,0,0,917.7,0,0.55,1.66,12.6,90,28.8,1
2023-01-03T12:00,25.6,41,11.4,0,0,916.6,2,0.61,1.94,13,88,29.5,1
2023-01-03T13:00,26.2,39,11.2,0,0,915.5,8,0.61,2.06,13.4,85,29.9,1
2023-01-03T14:00,26.4,39,11.2,0,0,914.5,14,0.55,2.1,13.1,82,29.9,1
2023-01-03T15:00,26.3,38,10.9,0,1,914,35,0.46,2.12,13.9,80,28.8,1
2023-01-03T16:00,25.4,40,10.7,0,0,914,13,0.33,1.96,14.1,75,28.8,1
2023-01-03T17:00,23.9,41,9.9,0,0,914.2,12,0.19,1.75,12.3,75,27.4,1
2023-01-03T18:00,21.5,50,10.6,0,0,914.4,8,0.07,1.28,8,80,20.9,0
2023-01-03T19:00,20.1,58,11.5,0,1,914.6,27,0.03,0.99,7.6,95,13.3,0
2023-01-03T20:00,19.5,63,12.3,0,1,915.2,39,0.04,0.83,9.7,105,15.5,0
2023-01-03T21:00,18.9,69,13.2,0,0,915.7,4,0.03,0.67,11.5,104,18.7,0
2023-01-03T22:00,17.6,84,14.9,0,0,915.7,0,0.01,0.32,13,104,21.6,0
2023-01-03T23:00,16.7,94,15.7,0,3,915.3,100,0,0.12,13.2,101,22,0
2023-01-04T00:00,16.5,97,15.9,0,3,915.1,99,0,0.06,13.8,96,23,0
2023-01-04T01:00,16.4,98,16.1,0,3,914.7,100,0,0.03,13.8,96,23,0
2023-01-04T02:00,16.6,99,16.5,0,3,914.2,100,0,0.01,14.9,98,24.5,0
2023-01-04T03:00,16.7,98,16.4,0,3,914.1,100,0,0.04,13.7,95,25.9,0
2023-01-04T04:00,16.7,95,16,0,3,914,100,0,0.09,13.4,95,23.4,0
2023-01-04T05:00,16,97,15.6,0,3,913.9,100,0,0.05,11.9,93,23,0
2023-01-04T06:00,15.9,99,15.7,0,3,914.3,100,0,0.02,12.3,93,20.5,0
2023-01-04T07:00,16.8,91,15.4,0,1,915.3,37,0.03,0.17,12.7,97,23.4,1
2023-01-04T08:00,18.6,79,14.9,0,0,916.3,15,0.13,0.45,11.5,94,23.4,1
2023-01-04T09:00,21.2,61,13.3,0,1,917.2,31,0.29,0.99,10.4,88,23.8,1
2023-01-04T10:00,23.1,48,11.6,0,0,917.2,7,0.45,1.47,12.4,82,27.4,1
2023-01-04T11:00,24.6,41,10.4,0,0,916.6,0,0.56,1.82,13.6,78,29.9,1
2023-01-04T12:00,25.6,38,10.2,0,0,915.5,0,0.62,2.03,14.2,81,31,1
2023-01-04T13:00,25.9,40,11.1,0,0,914.5,2,0.62,2.02,14.8,86,31.7,1
2023-01-04T14:00,26,40,11.3,0,0,913.4,12,0.56,2.03,14.4,89,31.7,1
2023-01-04T15:00,26.3,37,10.5,0,1,913,26,0.47,2.14,13,95,30.6,1
2023-01-04T16:00,25.7,38,10.2,0,0,912.9,12,0.34,2.05,13.8,105,27,1
2023-01-04T17:00,24,44,11.1,0,1,912.7,40,0.2,1.65,14.7,112,27,1
2023-01-04T18:00,21.6,55,12,0,2,912.9,55,0.1,1.17,14,108,25.2,0
2023-01-04T19:00,20.5,63,13.3,0,0,913.6,12,0.05,0.88,13.1,106,23.8,0
2023-01-04T20:00,19.7,68,13.7,0,1,914.1,20,0.05,0.73,15,111,24.5,0
2023-01-04T21:00,18.5,82,15.4,0,1,914.5,22,0.02,0.38,17,103,28.8,0
2023-01-04T22:00,17.3,93,16.2,0,0,914.5,10,0,0.13,16.6,95,28.8,0
2023-01-04T23:00,16.9,97,16.5,0,3,914.4,100,0,0.05,15.1,91,27.4,0
2023-01-05T00:00,17.2,97,16.7,0,3,914.2,100,0,0.06,17.3,94,29.5,0
2023-01-05T01:00,17.7,91,16.2,0,3,914,97,0,0.18,16.9,91,29.9,0
2023-01-05T02:00,17.1,93,16,0,2,913,72,0,0.13,14.4,89,28.8,0
2023-01-05T03:00,16.9,93,15.8,0,3,912.6,88,0,0.14,14.4,89,24.8,0
2023-01-05T04:00,17.3,89,15.6,0,0,912.7,8,0,0.21,15.1,89,25.6,0
2023-01-05T05:00,16,96,15.3,0,1,912.9,20,0,0.07,14.4,90,25.6,0
2023-01-05T06:00,15.7,97,15.3,0,3,913.6,93,0,0.05,14.4,90,24.5,0
2023-01-05T07:00,16.3,95,15.5,0,3,914.5,100,0.02,0.09,15.5,89,26.3,1
2023-01-05T08:00,18.3,80,14.9,0,1,916,24,0.11,0.41,16.6,92,31,1
2023-01-05T09:00,20.9,63,13.5,0,1,917.2,29,0.28,0.92,18.5,97,33.8,1
2023-01-05T10:00,22.6,57,13.6,0,3,917.3,100,0.4,1.18,20.4,99,39.2,1
2023-01-05T11:00,22.7,56,13.5,0,2,916.7,67,0.3,1.2,18.8,97,38.9,1
2023-01-05T12:00,24.2,51,13.5,0,3,916,100,0.46,1.47,19.2,96,37.8,1
2023-01-05T13:00,24.4,51,13.5,0,3,915,81,0.42,1.5,19.5,95,37.8,1
2023-01-05T14:00,25,48,13.1,0,1,914.3,48,0.42,1.66,17.7,95,37.1,1
2023-01-05T15:00,24.3,52,13.8,0.1,51,913.8,100,0.36,1.46,18,91,34.6,1
2023-01-05T16:00,23.5,55,13.9,0,1,913.9,23,0.19,1.31,15.9,85,34.6,1
2023-01-05T17:00,23,56,13.8,0,1,914.2,21,0.16,1.22,14,90,28.8,1
2023-01-05T18:00,21.3,65,14.5,0,1,914.6,37,0.08,0.89,13,90,23.8,0
2023-01-05T19:00,20.3,73,15.4,0,1,915.5,29,0.04,0.64,13.7,88,23,0
2023-01-05T20:00,19.6,76,15.4,0,0,916.1,18,0.03,0.54,14.1,96,23.8,0
2023-01-05T21:00,18.9,80,15.4,0,0,916.2,8,0.02,0.43,14.8,96,24.8,0
2023-01-05T22:00,18.1,86,15.6,0,0,916.1,3,0.01,0.3,14.4,94,25.2,0
2023-01-05T23:00,17.2,91,15.8,0,0,915.9,2,0,0.17,13.4,84,24.1,0
2023-01-06T00:00,16.7,94,15.7,0,0,915,0,0,0.11,13.5,81,22.7,0
2023-01-06T01:00,16.2,95,15.4,0,0,914.3,0,0,0.09,14.4,77,23.8,0
2023-01-06T02:00,15.8,96,15.1,0,0,913.5,0,0,0.07,14.2,74,24.5,0
2023-01-06T03:00,15.4,96,14.7,0,0,913.1,0,0,0.08,14,72,24.1,0
2023-01-06T04:00,15.1,94,14.2,0,0,913,0,0,0.1,14.3,72,24.1,0
2023-01-06T05:00,14.9,96,14.3,0,0,913.8,17,0,0.06,14.9,75,25.2,0
2023-01-06T06:00,14.9,98,14.5,0,3,914.7,99,0,0.04,14.9,75,25.6,0
2023-01-06T07:00,15.2,98,14.8,0,3,915.7,100,0.01,0.04,19,75,30.6,1
2023-01-06T08:00,16.7,88,14.7,0,3,917.2,99,0.09,0.23,20.2,79,36.4,1
2023-01-06T09:00,19.7,71,14.2,0,2,918.4,79,0.25,0.67,18.5,77,36,1
2023-01-06T10:00,22.5,51,12,0,2,918.6,70,0.44,1.32,19.6,76,37.8,1
2023-01-06T11:00,24.4,44,11.2,0,3,918.3,98,0.56,1.73,21.6,79,41.8,1
2023-01-06T12:00,25.6,40,11,0,3,917.5,97,0.62,1.97,22.9,82,43.9,1
2023-01-06T13:00,26,43,12.3,0,3,916.4,98,0.62,1.92,21.3,84,44.3,1
2023-01-06T14:00,26.7,39,11.6,0,3,915.4,99,0.58,2.14,19.1,88,41.8,1
2023-01-06T15:00,26.2,40,11.4,0,3,914.7,100,0.44,2.06,17.6,91,37.4,1
2023-01-06T16:00,24.4,50,13.3,0,3,914.5,100,0.27,1.53,21.3,101,37.8,1
2023-01-06T17:00,22.5,59,14.1,0,3,915,97,0.16,1.12,17.3,86,38.2,1
2023-01-06T18:00,21.3,65,14.4,0,0,915.1,11,0.08,0.9,13,96,29.9,0
2023-01-06T19:00,20.1,71,14.7,0,1,915.9,32,0.04,0.67,13.7,87,22.3,0
2023-01-06T20:00,19.1,80,15.6,0,1,916.5,45,0.02,0.44,14.8,84,25.6,0
2023-01-06T21:00,18.4,84,15.6,0,2,916.8,60,0.02,0.34,14.8,84,24.8,0
2023-01-06T22:00,17.9,85,15.4,0,1,916.6,21,0.01,0.3,15.4,79,25.6,0
2023-01-06T23:00,17.3,86,14.9,0,0,915.9,2,0.01,0.28,15.4,69,25.9,0
2023-01-07T00:00,16.6,89,14.8,0,0,915.1,0,0,0.21,14.6,70,25.6,0
2023-01-07T01:00,16.1,93,14.9,0,0,914.3,1,0,0.14,14.8,72,25.2,0
2023-01-07T02:00,15.7,95,14.8,0,0,913.5,4,0,0.09,14.8,72,25.2,0
2023-01-07T03:00,15.4,94,14.5,0,0,912.9,10,0,0.1,15.5,72,25.9,0
2023-01-07T04:00,15.2,93,14.2,0,0,912.7,15,0,0.11,16.4,75,27,0
2023-01-07T05:00,16.1,90,14.5,0,1,914.1,22,0,0.18,15,79,27,0
2023-01-07T06:00,15.9,90,14.3,0,3,914.7,80,0,0.18,15.3,81,25.9,0
2023-01-07T07:00,16.3,87,14.2,0,1,915.6,48,0.03,0.23,17.2,79,29.2,1
2023-01-07T08:00,17.8,81,14.5,0,1,916.8,40,0.11,0.39,15.6,75,29.9,1
2023-01-07T09:00,20,69,14.1,0,0,917.7,13,0.23,0.72,15.8,73,31,1
2023-01-07T10:00,22.5,57,13.5,0,0,917.9,4,0.4,1.17,17.7,73,35.3,1
2023-01-07T11:00,24.1,52,13.5,0,0,917.6,1,0.52,1.46,18.1,77,36.7,1
2023-01-07T12:00,25.5,46,13.1,0,0,916.8,19,0.59,1.75,17.8,76,36.7,1
2023-01-07T13:00,26.4,41,12.1,0,1,915.7,38,0.58,2.04,15.1,72,36.4,1
2023-01-07T14:00,26.5,40,11.9,0,3,914.7,100,0.53,2.06,15.3,82,31.7,1
2023-01-07T15:00,24.9,45,12.2,0,1,913.9,49,0.28,1.72,15.9,86,31.7,1
2023-01-07T16:00,25.1,44,12.1,0,1,913.9,23,0.29,1.77,15.5,78,30.6,1
2023-01-07T17:00,22.7,53,12.7,0,3,914.2,100,0.16,1.28,12.2,66,28.8,1
2023-01-07T18:00,21.9,57,13,0,3,914.5,100,0.08,1.13,9.9,57,20.9,0
2023-01-07T19:00,21.5,59,13.1,0,3,915.4,100,0.04,1.06,8.4,50,16.9,0
2023-01-07T20:00,21.1,61,13.3,0,3,916.1,100,0.03,0.98,7.2,53,13.7,0
2023-01-07T21:00,20.7,63,13.5,0,3,916.4,83,0.03,0.89,8,54,13,0
2023-01-07T22:00,19.7,68,13.6,0,1,916,42,0.03,0.74,10.1,63,16.2,0
2023-01-07T23:00,18.5,75,14.1,0,0,915.4,0,0.02,0.53,11.6,85,19.4,0
2023-01-08T00:00,16.9,90,15.3,0,0,914.3,1,0,0.19,11.6,83,19.4,0
2023-01-08T01:00,16.3,97,15.8,0,0,913.5,2,0,0.05,11.9,76,19.8,0
2023-01-08T02:00,16.1,98,15.8,0,0,912.9,3,0,0.03,11.4,72,19.8,0
2023-01-08T03:00,15.9,98,15.6,0,0,912.4,2,0,0.04,10.5,68,19.1,0
2023-01-08T04:00,15.7,97,15.3,0,0,912.2,1,0,0.05,10,69,17.6,0
2023-01-08T05:00,16.2,97,15.8,0,0,913.3,2,0,0.05,13.2,73,16.9,0
2023-01-08T06:00,15.9,98,15.6,0,2,913.6,70,0,0.03,12.2,71,22,0
2023-01-08T07:00,16.1,96,15.4,0,1,914.1,47,0.02,0.08,13,66,22,1
2023-01-08T08:00,18.4,82,15.3,0,0,915.7,7,0.12,0.38,12.4,64,24.5,1
2023-01-08T09:00,20.9,67,14.5,0,0,916.7,0,0.28,0.81,15,63,29.9,1
2023-01-08T10:00,22.9,56,13.7,0,0,916.9,0,0.43,1.22,13.9,59,30.6,1
2023-01-08T11:00,24.4,49,13,0,1,916.7,26,0.54,1.56,11.8,50,29.5,1
2023-01-08T12:00,25.6,43,12.1,0,2,915.5,53,0.57,1.87,10.2,48,27.4,1
2023-01-08T13:00,26.3,39,11.1,0,2,914.6,64,0.56,2.1,9.7,51,25.2,1
2023-01-08T14:00,26.6,37,10.8,0,2,913.7,51,0.52,2.18,10,52,24.5,1
2023-01-08T15:00,26.5,37,10.4,0,2,913.3,50,0.43,2.19,10.2,58,23.8,1
2023-01-08T16:00,26.1,37,10.2,0,0,913.2,8,0.33,2.14,10.2,58,23,1
2023-01-08T17:00,24.2,44,11.3,0,3,913.4,84,0.18,1.67,10.2,67,20.9,1
2023-01-08T18:00,22.3,50,11.5,0,0,913.5,9,0.09,1.33,10.2,58,17.6,0
2023-01-08T19:00,20.6,56,11.4,0,0,913.7,0,0.06,1.08,11.1,54,18,0
2023-01-08T20:00,19.4,60,11.4,0,0,914.2,0,0.05,0.9,11.4,72,18.7,0
2023-01-08T21:00,18.1,66,11.7,0,0,914.5,0,0.03,0.71,10.4,76,18.7,0
2023-01-08T22:00,17.2,71,11.8,0,0,914.6,0,0.02,0.58,9.9,80,16.9,0
2023-01-08T23:00,16.5,73,11.7,0,0,914.1,0,0.02,0.51,10.9,84,18,0
2023-01-09T00:00,15.9,78,12.1,0,0,913.7,0,0.02,0.39,12,81,19.4,0
2023-01-09T01:00,15.1,88,13.1,0,0,913.2,0,0,0.21,12.2,88,20.5,0
2023-01-09T02:00,14.5,96,13.9,0,0,912.7,9,0,0.06,12.6,92,20.9,0
2023-01-09T03:00,14.4,99,14.2,0,3,912.7,100,0,0.02,13,93,21.6,0
2023-01-09T04:00,14.7,99,14.5,0,3,913,100,0,0.02,14.4,94,25.6,0
2023-01-09T05:00,14.7,96,14.1,0,1,913.8,39,0,0.07,14.1,84,24.5,0
2023-01-09T06:00,14.4,96,13.8,0,3,914.4,80,0,0.06,12.6,77,23.4,0
2023-01-09T07:00,14.5,93,13.4,0,0,915.2,10,0.02,0.11,13,76,21.6,1
2023-01-09T08:00,16.9,78,12.9,0,0,916.6,0,0.12,0.43,11.3,73,23.4,1
2023-01-09T09:00,19.9,53,10,0,0,917.5,0,0.3,1.09,12.2,71,25.6,1
2023-01-09T10:00,22.2,38,7.2,0,0,917.7,0,0.46,1.66,12.6,66,27.7,1
2023-01-09T11:00,24,28,4.3,0,0,917.3,0,0.58,2.16,12.2,66,27.7,1
2023-01-09T12:00,25.2,23,2.4,0,0,916.5,0,0.64,2.47,11.8,67,27.7,1
2023-01-09T13:00,25.9,21,1.6,0,0,915.6,0,0.65,2.65,12,69,27.7,1
2023-01-09T14:00,26,20,1.6,0,0,915,0,0.61,2.68,12.4,68,27.7,1
2023-01-09T15:00,25.8,20,1.3,0,0,914.8,0,0.51,2.65,12.5,72,27.7,1
2023-01-09T16:00,25,21,1.4,0,0,914.6,0,0.37,2.49,12.3,75,26.3,1
2023-01-09T17:00,23.3,29,4.3,0,0,914.3,0,0.18,2.02,8.1,77,23.8,1
2023-01-09T18:00,19.7,38,4.9,0,0,913.8,0,0.08,1.43,8.4,83,13.7,0
2023-01-09T19:00,18.5,43,5.6,0,0,914.2,0,0.06,1.22,9,90,14.4,0
2023-01-09T20:00,17.3,49,6.6,0,0,914.6,0,0.05,1,9.2,101,14.4,0
2023-01-09T21:00,16.3,59,8.3,0,0,915.1,0,0.04,0.75,9.8,98,15.8,0
2023-01-09T22:00,15.5,70,10.1,0,0,915,2,0.02,0.52,10.1,88,16.2,0
2023-01-09T23:00,15,81,11.8,0,0,914.8,0,0.01,0.33,10.4,92,17.3,0
2023-01-10T00:00,14.5,90,13,0,0,914.3,0,0,0.16,10.1,94,17.3,0
2023-01-10T01:00,14.1,94,13.1,0,0,913.4,0,0,0.1,10.4,88,17.3,0
2023-01-10T02:00,13.9,95,13,0,0,912.8,0,0,0.09,11.1,77,18.4,0
2023-01-10T03:00,13.5,96,12.8,0,0,912.3,0,0,0.06,10.2,72,18.4,0
2023-01-10T04:00,13,97,12.6,0,0,912.1,0,0,0.04,8.9,69,16.9,0
2023-01-10T05:00,12.6,97,12.2,0,0,913.1,0,0,0.04,10.1,73,15.1,0
2023-01-10T06:00,12.7,98,12.3,0,0,913.7,8,0,0.03,9.7,75,17.3,0
2023-01-10T07:00,13.3,97,12.8,0,1,914.4,49,0.01,0.05,12.2,66,19.4,1
2023-01-10T08:00,15.7,83,12.9,0,1,916,20,0.11,0.3,12.7,61,24.5,1
2023-01-10T09:00,18.6,58,10.1,0,1,916.7,45,0.29,0.91,15,63,29.9,1
2023-01-10T10:00,21.6,40,7.3,0,2,916.9,73,0.46,1.56,16.1,63,32.8,1
2023-01-10T11:00,24.1,28,4.2,0,2,916.8,79,0.6,2.17,16.3,65,33.8,1
2023-01-10T12:00,25.5,25,4.2,0,3,916.2,89,0.67,2.43,17,69,34.9,1
2023-01-10T13:00,26.3,24,4.4,0,3,915.3,88,0.68,2.58,17,73,34.9,1
2023-01-10T14:00,26.5,24,4,0,2,914.5,77,0.63,2.65,16.9,79,34.9,1
2023-01-10T15:00,26,25,4.6,0,2,914,75,0.53,2.51,17.1,83,34.2,1
2023-01-10T16:00,25,27,4.9,0,0,913.8,1,0.39,2.3,16.3,85,32.8,1
2023-01-10T17:00,23,35,6.6,0,0,913.8,0,0.21,1.84,12.6,90,30.2,1
2023-01-10T18:00,19.7,46,7.6,0,0,913.4,0,0.08,1.25,8.7,95,20.9,0
2023-01-10T19:00,18.2,55,8.9,0,0,913.9,0,0.04,0.95,9.1,99,14.8,0
2023-01-10T20:00,17,64,10.1,0,0,914.5,0,0.03,0.7,9.8,98,16.2,0
2023-01-10T21:00,16,72,10.9,0,0,914.6,0,0.02,0.52,10.5,98,17.3,0
2023-01-10T22:00,15.1,80,11.7,0,0,914.3,0,0.01,0.34,9.4,94,17.3,0
2023-01-10T23:00,14.4,87,12.3,0,0,913.8,0,0,0.21,8.7,97,15.5,0
2023-01-11T00:00,13.7,91,12.3,0,0,913,0,0,0.14,8.3,95,14.4,0
2023-01-11T01:00,13.2,92,11.9,0,0,912,0,0,0.12,7.6,98,13.7,0
2023-01-11T02:00,12.6,94,11.6,0,0,911,0,0,0.09,7.3,99,12.2,0
2023-01-11T03:00,12.2,95,11.5,0,0,910.3,0,0,0.07,7.3,99,11.5,0
2023-01-11T04:00,11.8,97,11.4,0,0,909.9,0,0,0.04,6.9,96,11.5,0
2023-01-11T05:00,12.1,99,12,0,0,911,0,0,0.01,7.6,87,11.2,0
2023-01-11T06:00,12.1,99,12,0,3,911.4,88,0,0.01,7.3,79,12.6,0
2023-01-11T07:00,12.8,98,12.5,0,3,912.2,100,0.01,0.03,11.3,68,17.6,1
2023-01-11T08:00,15.7,84,13,0,0,914,0,0.11,0.29,10.3,61,20.2,1
2023-01-11T09:00,19.9,49,8.8,0,0,915.7,0,0.31,1.18,12.1,63,24.8,1
2023-01-11T10:00,22.7,31,4.6,0,0,916,0,0.48,1.91,13.9,69,29.5,1
2023-01-11T11:00,24.7,26,3.9,0,0,915.8,0,0.61,2.31,14.7,73,31.3,1
2023-01-11T12:00,26.2,21,2.4,0,0,915,0,0.68,2.67,14.4,77,31.3,1
2023-01-11T13:00,26.9,21,3,0,0,913.9,0,0.68,2.78,13.8,81,31,1
2023-01-11T14:00,27.1,22,3.5,0,0,913.1,0,0.63,2.8,13.4,82,29.9,1
2023-01-11T15:00,26.9,23,3.8,0,0,912.6,0,0.52,2.75,12.7,83,28.4,1
2023-01-11T16:00,26.1,24,4,0,0,912.2,0,0.38,2.56,12.7,83,26.3,1
2023-01-11T17:00,24.1,30,5.6,0,0,912.1,0,0.2,2.08,9.8,84,24.1,1
2023-01-11T18:00,20.6,38,5.7,0,0,911.4,0,0.09,1.5,9.4,88,16.6,0
2023-01-11T19:00,19,44,6.5,0,0,911.8,0,0.07,1.23,10.1,94,16.2,0
2023-01-11T20:00,17.6,54,8.1,0,0,912.5,0,0.05,0.93,9.9,100,16.2,0
2023-01-11T21:00,16.8,63,9.6,0,0,913,0,0.04,0.72,10.7,104,17.6,0
2023-01-11T22:00,16.1,71,10.8,0,0,913,0,0.03,0.54,10.7,104,18,0
2023-01-11T23:00,15.4,79,11.7,0,0,912.7,0,0.01,0.37,10.2,100,17.6,0
2023-01-12T00:00,14.6,85,12.2,0,0,912.1,0,0,0.25,9.4,97,16.6,0
2023-01-12T01:00,13.9,91,12.4,0,0,911.4,0,0,0.14,8.7,95,15.5,0
2023-01-12T02:00,13.4,93,12.2,0,0,910.7,0,0,0.11,8,95,14,0
2023-01-12T03:00,12.9,94,12,0,0,910,0,0,0.09,7.2,87,13,0
2023-01-12T04:00,12.7,95,11.9,0,0,909.7,0,0,0.08,7.6,85,12.2,0
2023-01-12T05:00,12.9,96,12.3,0,0,910.3,0,0,0.06,8,82,13,0
2023-01-12T06:00,13,96,12.4,0,0,910.5,0,0,0.06,8.1,77,13.7,0
2023-01-12T07:00,14.1,93,13,0,0,911.6,0,0.02,0.11,10.8,69,15.8,1
2023-01-12T08:00,17.9,75,13.5,0,0,913.6,0,0.13,0.51,9.3,62,19.8,1
2023-01-12T09:00,21.4,47,9.5,0,0,915,0,0.32,1.36,11.5,49,24.1,1
2023-01-12T10:00,24,27,3.6,0,3,915,83,0.5,2.19,13.5,46,28.4,1
2023-01-12T11:00,25.9,20,1,0,3,914.6,100,0.62,2.68,13.5,48,29.9,1
2023-01-12T12:00,27.1,18,0.5,0,3,914,99,0.68,2.96,12,51,29.9,1
2023-01-12T13:00,27.8,17,0.3,0,3,913,99,0.68,3.12,10.8,60,27.7,1
2023-01-12T14:00,28.1,16,0.1,0,3,912.2,100,0.63,3.19,10.8,69,25.9,1
